Tract_name,id,total,,Hispanic or Latino,,White,,Black or African American,,American Indian and Alaska Native,,Asian,,Native Hawaiian and Other Pacific Islander,,Other Race,,Two or More Races,Non-White,Black or Hispanic
Census Tract 4402.02,4402.02,2999,23,0.0076692,9,0.0030010,2909,0.9699900,7,0.0023341,4,0.0013338,0,0.0000000,1,0.0003334,46,0.0153384,0.9969990,0.9776592
Census Tract 4403,4403,4757,52,0.0109313,27,0.0056758,4601,0.9672062,5,0.0010511,5,0.0010511,0,0.0000000,6,0.0012613,61,0.0128232,0.9943242,0.9781375
Census Tract 4406,4406,2080,24,0.0115385,7,0.0033654,2026,0.9740385,0,0.0000000,4,0.0019231,0,0.0000000,2,0.0009615,17,0.0081731,0.9966346,0.9855769
Census Tract 4407,4407,1545,7,0.0045307,9,0.0058252,1515,0.9805825,0,0.0000000,0,0.0000000,0,0.0000000,2,0.0012945,12,0.0077670,0.9941748,0.9851133
Census Tract 4408,4408,1800,19,0.0105556,7,0.0038889,1755,0.9750000,5,0.0027778,0,0.0000000,0,0.0000000,1,0.0005556,13,0.0072222,0.9961111,0.9855556
Census Tract 4409,4409,2610,18,0.0068966,7,0.0026820,2535,0.9712644,17,0.0065134,1,0.0003831,0,0.0000000,0,0.0000000,32,0.0122605,0.9973180,0.9781609
Census Tract 4503,4503,3615,56,0.0154910,18,0.0049793,3476,0.9615491,3,0.0008299,4,0.0011065,0,0.0000000,3,0.0008299,55,0.0152144,0.9950207,0.9770401
Census Tract 4601,4601,3405,673,0.1976505,129,0.0378855,2522,0.7406755,6,0.0017621,12,0.0035242,0,0.0000000,4,0.0011747,59,0.0173275,0.9621145,0.9383260
Census Tract 4602,4602,2385,1184,0.4964361,107,0.0448637,1065,0.4465409,2,0.0008386,2,0.0008386,0,0.0000000,4,0.0016771,21,0.0088050,0.9551363,0.9429769
Census Tract 4603.01,4603.01,3404,966,0.2837838,74,0.0217391,2288,0.6721504,6,0.0017626,8,0.0023502,8,0.0023502,8,0.0023502,46,0.0135135,0.9782609,0.9559342
Census Tract 4603.02,4603.02,3803,267,0.0702077,45,0.0118328,3441,0.9048120,6,0.0015777,0,0.0000000,0,0.0000000,7,0.0018407,37,0.0097292,0.9881672,0.9750197
Census Tract 4604,4604,3705,84,0.0226721,33,0.0089069,3523,0.9508772,10,0.0026991,1,0.0002699,0,0.0000000,16,0.0043185,38,0.0102564,0.9910931,0.9735493
Census Tract 4605,4605,5789,70,0.0120919,45,0.0077734,5540,0.9569874,14,0.0024184,22,0.0038003,2,0.0003455,8,0.0013819,88,0.0152012,0.9922266,0.9690793
Census Tract 4606,4606,1183,243,0.2054100,19,0.0160609,905,0.7650042,0,0.0000000,2,0.0016906,0,0.0000000,3,0.0025359,11,0.0092984,0.9839391,0.9704142
Census Tract 4607,4607,3314,1488,0.4490042,56,0.0168980,1736,0.5238383,2,0.0006035,4,0.0012070,8,0.0024140,3,0.0009053,17,0.0051298,0.9831020,0.9728425
Census Tract 4610,4610,1496,520,0.3475936,48,0.0320856,909,0.6076203,4,0.0026738,5,0.0033422,0,0.0000000,1,0.0006684,9,0.0060160,0.9679144,0.9552139
Census Tract 4701,4701,2916,20,0.0068587,19,0.0065158,2849,0.9770233,2,0.0006859,0,0.0000000,0,0.0000000,0,0.0000000,26,0.0089163,0.9934842,0.9838820
Census Tract 4801,4801,2033,19,0.0093458,8,0.0039351,1970,0.9690113,4,0.0019675,9,0.0044270,0,0.0000000,5,0.0024594,18,0.0088539,0.9960649,0.9783571
Census Tract 4802,4802,1229,19,0.0154597,3,0.0024410,1188,0.9666395,0,0.0000000,1,0.0008137,0,0.0000000,4,0.0032547,14,0.0113914,0.9975590,0.9820993
Census Tract 4803,4803,1468,22,0.0149864,10,0.0068120,1409,0.9598093,1,0.0006812,0,0.0000000,0,0.0000000,2,0.0013624,24,0.0163488,0.9931880,0.9747956
Census Tract 4804,4804,5876,91,0.0154867,41,0.0069775,5658,0.9628999,6,0.0010211,8,0.0013615,0,0.0000000,6,0.0010211,66,0.0112321,0.9930225,0.9783867
Census Tract 4805,4805,3206,418,0.1303805,64,0.0199626,2672,0.8334373,6,0.0018715,8,0.0024953,0,0.0000000,5,0.0015596,33,0.0102932,0.9800374,0.9638178
Census Tract 4903,4903,2033,11,0.0054107,9,0.0044270,1984,0.9758977,1,0.0004919,1,0.0004919,0,0.0000000,1,0.0004919,26,0.0127890,0.9955730,0.9813084
Census Tract 4904,4904,1059,2,0.0018886,3,0.0028329,1051,0.9924457,2,0.0018886,0,0.0000000,0,0.0000000,0,0.0000000,1,0.0009443,0.9971671,0.9943343
Census Tract 4905,4905,2242,22,0.0098127,29,0.0129349,2134,0.9518287,3,0.0013381,7,0.0031222,5,0.0022302,6,0.0026762,36,0.0160571,0.9870651,0.9616414
Census Tract 4906,4906,1562,22,0.0140845,2,0.0012804,1504,0.9628681,2,0.0012804,2,0.0012804,0,0.0000000,0,0.0000000,30,0.0192061,0.9987196,0.9769526
Census Tract 4907,4907,3085,26,0.0084279,4,0.0012966,3020,0.9789303,3,0.0009724,0,0.0000000,0,0.0000000,7,0.0022690,25,0.0081037,0.9987034,0.9873582
Census Tract 4908,4908,4007,40,0.0099825,18,0.0044921,3894,0.9717994,5,0.0012478,2,0.0004991,1,0.0002496,0,0.0000000,47,0.0117295,0.9955079,0.9817819
Census Tract 4909.01,4909.01,3891,34,0.0087381,12,0.0030840,3792,0.9745567,5,0.0012850,2,0.0005140,0,0.0000000,2,0.0005140,44,0.0113081,0.9969160,0.9832948
Census Tract 4909.02,4909.02,5086,38,0.0074715,10,0.0019662,4998,0.9826976,8,0.0015729,2,0.0003932,0,0.0000000,6,0.0011797,24,0.0047188,0.9980338,0.9901691
Census Tract 4910,4910,5247,51,0.0097198,13,0.0024776,5112,0.9742710,17,0.0032399,0,0.0000000,0,0.0000000,5,0.0009529,49,0.0093387,0.9975224,0.9839909
Census Tract 4911,4911,4514,43,0.0095259,30,0.0066460,4393,0.9731945,2,0.0004431,8,0.0017723,1,0.0002215,2,0.0004431,35,0.0077537,0.9933540,0.9827204
Census Tract 4912,4912,2444,36,0.0147300,18,0.0073650,2371,0.9701309,1,0.0004092,0,0.0000000,0,0.0000000,0,0.0000000,18,0.0073650,0.9926350,0.9848609
Census Tract 4913,4913,2886,39,0.0135135,20,0.0069300,2802,0.9708940,8,0.0027720,2,0.0006930,0,0.0000000,0,0.0000000,15,0.0051975,0.9930700,0.9844075
Census Tract 4914,4914,2931,40,0.0136472,15,0.0051177,2841,0.9692938,7,0.0023883,0,0.0000000,0,0.0000000,4,0.0013647,24,0.0081883,0.9948823,0.9829410
Census Tract 5001,5001,3644,36,0.0098793,21,0.0057629,3554,0.9753019,0,0.0000000,0,0.0000000,0,0.0000000,1,0.0002744,32,0.0087816,0.9942371,0.9851811
Census Tract 5002,5002,2015,38,0.0188586,12,0.0059553,1930,0.9578164,4,0.0019851,2,0.0009926,0,0.0000000,0,0.0000000,29,0.0143921,0.9940447,0.9766749
Census Tract 5003,5003,1666,497,0.2983193,489,0.2935174,638,0.3829532,4,0.0024010,3,0.0018007,0,0.0000000,7,0.0042017,28,0.0168067,0.7064826,0.6812725
Census Tract 5101,5101,3530,2848,0.8067989,425,0.1203966,221,0.0626062,10,0.0028329,11,0.0031161,1,0.0002833,0,0.0000000,14,0.0039660,0.8796034,0.8694051
Census Tract 5102,5102,2986,575,0.1925653,157,0.0525787,2211,0.7404555,5,0.0016745,2,0.0006698,0,0.0000000,5,0.0016745,31,0.0103818,0.9474213,0.9330208
Census Tract 5103,5103,5360,55,0.0102612,27,0.0050373,5193,0.9688433,4,0.0007463,3,0.0005597,0,0.0000000,9,0.0016791,69,0.0128731,0.9949627,0.9791045
Census Tract 5201,5201,2075,1741,0.8390361,192,0.0925301,123,0.0592771,0,0.0000000,0,0.0000000,4,0.0019277,1,0.0004819,14,0.0067470,0.9074699,0.8983133
Census Tract 5202,5202,3817,3122,0.8179198,275,0.0720461,370,0.0969348,19,0.0049777,6,0.0015719,0,0.0000000,2,0.0005240,23,0.0060257,0.9279539,0.9148546
Census Tract 5203,5203,6215,5302,0.8530973,758,0.1219630,112,0.0180209,5,0.0008045,10,0.0016090,0,0.0000000,1,0.0001609,27,0.0043443,0.8780370,0.8711183
Census Tract 5204,5204,4090,3309,0.8090465,706,0.1726161,52,0.0127139,3,0.0007335,5,0.0012225,0,0.0000000,2,0.0004890,13,0.0031785,0.8273839,0.8217604
Census Tract 5205,5205,4301,2729,0.6345036,1451,0.3373634,65,0.0151128,6,0.0013950,19,0.0044176,0,0.0000000,7,0.0016275,24,0.0055801,0.6626366,0.6496164
Census Tract 5206,5206,2544,1873,0.7362421,587,0.2307390,55,0.0216195,6,0.0023585,13,0.0051101,1,0.0003931,0,0.0000000,9,0.0035377,0.7692610,0.7578616
Census Tract 5301,5301,2371,1136,0.4791227,50,0.0210881,1157,0.4879798,4,0.0016871,3,0.0012653,2,0.0008435,0,0.0000000,19,0.0080135,0.9789119,0.9671025
Census Tract 5302,5302,5152,67,0.0130047,17,0.0032997,4997,0.9699146,19,0.0036879,0,0.0000000,0,0.0000000,1,0.0001941,51,0.0098991,0.9967003,0.9829193
Census Tract 5303,5303,4273,58,0.0135736,10,0.0023403,4160,0.9735549,3,0.0007021,1,0.0002340,0,0.0000000,0,0.0000000,41,0.0095951,0.9976597,0.9871285
Census Tract 5304,5304,2223,60,0.0269906,17,0.0076473,2112,0.9500675,3,0.0013495,2,0.0008997,0,0.0000000,0,0.0000000,29,0.0130454,0.9923527,0.9770580
Census Tract 5305.01,5305.01,5402,70,0.0129582,26,0.0048130,5229,0.9679748,11,0.0020363,3,0.0005553,0,0.0000000,5,0.0009256,58,0.0107368,0.9951870,0.9809330
Census Tract 5305.02,5305.02,1667,19,0.0113977,4,0.0023995,1624,0.9742052,2,0.0011998,1,0.0005999,0,0.0000000,0,0.0000000,17,0.0101980,0.9976005,0.9856029
Census Tract 5305.03,5305.03,5345,57,0.0106642,22,0.0041160,5205,0.9738073,3,0.0005613,3,0.0005613,0,0.0000000,3,0.0005613,52,0.0097287,0.9958840,0.9844715
Census Tract 5306,5306,3207,42,0.0130964,20,0.0062364,3099,0.9663237,0,0.0000000,1,0.0003118,0,0.0000000,4,0.0012473,41,0.0127845,0.9937636,0.9794200
Census Tract 5401.01,5401.01,3373,112,0.0332049,28,0.0083012,3192,0.9463386,4,0.0011859,2,0.0005929,0,0.0000000,0,0.0000000,35,0.0103765,0.9916988,0.9795434
Census Tract 5401.02,5401.02,3109,20,0.0064329,4,0.0012866,3059,0.9839177,3,0.0009649,0,0.0000000,0,0.0000000,4,0.0012866,19,0.0061113,0.9987134,0.9903506
Census Tract 5501,5501,6628,3362,0.5072420,2863,0.4319553,288,0.0434520,17,0.0025649,37,0.0055824,0,0.0000000,1,0.0001509,60,0.0090525,0.5680447,0.5506940
Census Tract 5502,5502,2798,1309,0.4678342,1372,0.4903503,76,0.0271623,5,0.0017870,11,0.0039314,0,0.0000000,0,0.0000000,25,0.0089350,0.5096497,0.4949964
Census Tract 5601,5601,1473,940,0.6381534,188,0.1276307,252,0.1710794,3,0.0020367,72,0.0488798,2,0.0013578,1,0.0006789,15,0.0101833,0.8723693,0.8092329
Census Tract 5602,5602,1721,214,0.1243463,8,0.0046485,1491,0.8663568,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,8,0.0046485,0.9953515,0.9907031
Census Tract 5603,5603,3187,1966,0.6168811,1012,0.3175400,135,0.0423596,0,0.0000000,67,0.0210229,0,0.0000000,2,0.0006275,5,0.0015689,0.6824600,0.6592407
Census Tract 5604,5604,1516,1053,0.6945910,405,0.2671504,12,0.0079156,4,0.0026385,34,0.0224274,1,0.0006596,2,0.0013193,5,0.0032982,0.7328496,0.7025066
Census Tract 5607,5607,3484,1753,0.5031573,1653,0.4744546,28,0.0080367,1,0.0002870,33,0.0094719,0,0.0000000,0,0.0000000,16,0.0045924,0.5255454,0.5111940
Census Tract 5608,5608,5411,1898,0.3507670,3426,0.6331547,8,0.0014785,6,0.0011089,37,0.0068379,0,0.0000000,2,0.0003696,34,0.0062835,0.3668453,0.3522454
Census Tract 5609,5609,5093,1387,0.2723346,3617,0.7101905,14,0.0027489,3,0.0005890,23,0.0045160,0,0.0000000,2,0.0003927,47,0.0092284,0.2898095,0.2750834
Census Tract 5610,5610,5161,1273,0.2466576,3794,0.7351289,23,0.0044565,9,0.0017438,29,0.0056191,0,0.0000000,15,0.0029064,18,0.0034877,0.2648711,0.2511141
Census Tract 5611,5611,5407,1958,0.3621232,3378,0.6247457,19,0.0035140,2,0.0003699,22,0.0040688,0,0.0000000,5,0.0009247,23,0.0042537,0.3752543,0.3656371
Census Tract 5701,5701,1257,916,0.7287192,294,0.2338902,15,0.0119332,0,0.0000000,23,0.0182975,0,0.0000000,1,0.0007955,8,0.0063644,0.7661098,0.7406523
Census Tract 5702,5702,1943,1459,0.7509007,421,0.2166752,8,0.0041173,0,0.0000000,49,0.0252187,0,0.0000000,0,0.0000000,6,0.0030880,0.7833248,0.7550180
Census Tract 5703,5703,6116,4835,0.7905494,1182,0.1932636,36,0.0058862,6,0.0009810,27,0.0044147,0,0.0000000,8,0.0013080,22,0.0035971,0.8067364,0.7964356
Census Tract 5704,5704,1615,1225,0.7585139,318,0.1969040,36,0.0222910,5,0.0030960,26,0.0160991,0,0.0000000,1,0.0006192,4,0.0024768,0.8030960,0.7808050
Census Tract 5705,5705,2462,1747,0.7095857,659,0.2676686,35,0.0142161,4,0.0016247,13,0.0052803,0,0.0000000,1,0.0004062,3,0.0012185,0.7323314,0.7238018
Census Tract 5801,5801,2989,2229,0.7457344,286,0.0956842,53,0.0177317,0,0.0000000,409,0.1368351,0,0.0000000,4,0.0013382,8,0.0026765,0.9043158,0.7634660
Census Tract 5802,5802,3515,2900,0.8250356,271,0.0770982,48,0.0136558,2,0.0005690,274,0.0779516,0,0.0000000,1,0.0002845,19,0.0054054,0.9229018,0.8386913
Census Tract 5803,5803,2426,2095,0.8635614,91,0.0375103,23,0.0094806,5,0.0020610,204,0.0840890,0,0.0000000,0,0.0000000,8,0.0032976,0.9624897,0.8730420
Census Tract 5804,5804,4795,3926,0.8187696,473,0.0986444,41,0.0085506,2,0.0004171,335,0.0698644,0,0.0000000,4,0.0008342,14,0.0029197,0.9013556,0.8273201
Census Tract 5805.01,5805.01,5067,4360,0.8604697,519,0.1024275,50,0.0098678,3,0.0005921,125,0.0246694,0,0.0000000,4,0.0007894,6,0.0011841,0.8975725,0.8703375
Census Tract 5805.02,5805.02,5349,4566,0.8536175,452,0.0845018,104,0.0194429,5,0.0009348,208,0.0388858,0,0.0000000,7,0.0013087,7,0.0013087,0.9154982,0.8730604
Census Tract 5806,5806,5531,4778,0.8638583,452,0.0817212,49,0.0088592,6,0.0010848,228,0.0412222,0,0.0000000,3,0.0005424,15,0.0027120,0.9182788,0.8727174
Census Tract 5807,5807,6137,5217,0.8500896,438,0.0713704,110,0.0179241,4,0.0006518,335,0.0545869,0,0.0000000,19,0.0030960,14,0.0022812,0.9286296,0.8680137
Census Tract 5808,5808,2061,1923,0.9330422,119,0.0577390,8,0.0038816,2,0.0009704,9,0.0043668,0,0.0000000,0,0.0000000,0,0.0000000,0.9422610,0.9369238
Census Tract 5905,5905,1672,1001,0.5986842,395,0.2362440,24,0.0143541,4,0.0023923,238,0.1423445,0,0.0000000,0,0.0000000,10,0.0059809,0.7637560,0.6130383
Census Tract 5906,5906,3564,2667,0.7483165,617,0.1731201,35,0.0098204,3,0.0008418,203,0.0569585,2,0.0005612,4,0.0011223,33,0.0092593,0.8268799,0.7581369
Census Tract 5907,5907,3100,2333,0.7525806,439,0.1416129,33,0.0106452,1,0.0003226,276,0.0890323,0,0.0000000,0,0.0000000,18,0.0058065,0.8583871,0.7632258
Census Tract 6004,6004,3891,612,0.1572860,1031,0.2649704,45,0.0115652,3,0.0007710,2174,0.5587253,0,0.0000000,2,0.0005140,24,0.0061681,0.7350296,0.1688512
Census Tract 6006,6006,2738,1051,0.3838568,783,0.2859752,15,0.0054785,5,0.0018262,864,0.3155588,0,0.0000000,1,0.0003652,19,0.0069394,0.7140248,0.3893353
Census Tract 6007,6007,2545,719,0.2825147,762,0.2994106,98,0.0385069,1,0.0003929,937,0.3681729,1,0.0003929,1,0.0003929,26,0.0102161,0.7005894,0.3210216
Census Tract 6009,6009,3699,1249,0.3376588,1214,0.3281968,239,0.0646121,9,0.0024331,941,0.2543931,0,0.0000000,6,0.0016221,41,0.0110841,0.6718032,0.4022709
Census Tract 6103,6103,5658,4960,0.8766349,321,0.0567338,252,0.0445387,4,0.0007070,92,0.0162602,0,0.0000000,7,0.0012372,22,0.0038883,0.9432662,0.9211736
Census Tract 6104,6104,2213,2109,0.9530050,64,0.0289200,27,0.0122006,2,0.0009038,4,0.0018075,1,0.0004519,5,0.0022594,1,0.0004519,0.9710800,0.9652056
Census Tract 6108,6108,1393,227,0.1629576,1069,0.7674085,25,0.0179469,2,0.0014358,57,0.0409189,0,0.0000000,0,0.0000000,13,0.0093324,0.2325915,0.1809045
Census Tract 6110,6110,1098,257,0.2340619,11,0.0100182,811,0.7386157,0,0.0000000,2,0.0018215,0,0.0000000,7,0.0063752,10,0.0091075,0.9899818,0.9726776
Census Tract 6111,6111,2922,2227,0.7621492,105,0.0359343,539,0.1844627,17,0.0058179,10,0.0034223,0,0.0000000,8,0.0027379,16,0.0054757,0.9640657,0.9466119
Census Tract 6112,6112,2824,1997,0.7071530,102,0.0361190,680,0.2407932,5,0.0017705,21,0.0074363,0,0.0000000,4,0.0014164,15,0.0053116,0.9638810,0.9479462
Census Tract 6113,6113,3556,2943,0.8276153,148,0.0416198,445,0.1251406,0,0.0000000,7,0.0019685,0,0.0000000,2,0.0005624,11,0.0030934,0.9583802,0.9527559
Census Tract 6114,6114,4105,3670,0.8940317,119,0.0289890,282,0.0686967,0,0.0000000,7,0.0017052,0,0.0000000,6,0.0014616,21,0.0051157,0.9710110,0.9627284
Census Tract 6115,6115,3567,3002,0.8416036,154,0.0431735,382,0.1070928,0,0.0000000,14,0.0039249,3,0.0008410,3,0.0008410,9,0.0025231,0.9568265,0.9486964
Census Tract 6116,6116,1609,516,0.3206961,19,0.0118086,1057,0.6569298,1,0.0006215,1,0.0006215,2,0.0012430,0,0.0000000,13,0.0080796,0.9881914,0.9776259
Census Tract 6117,6117,1990,698,0.3507538,9,0.0045226,1267,0.6366834,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,16,0.0080402,0.9954774,0.9874372
Census Tract 6118,6118,2139,497,0.2323516,13,0.0060776,1617,0.7559607,6,0.0028050,0,0.0000000,0,0.0000000,0,0.0000000,6,0.0028050,0.9939224,0.9883123
Census Tract 6119,6119,2045,295,0.1442543,29,0.0141809,1703,0.8327628,0,0.0000000,0,0.0000000,0,0.0000000,1,0.0004890,17,0.0083130,0.9858191,0.9770171
Census Tract 6120,6120,1545,78,0.0504854,17,0.0110032,1427,0.9236246,5,0.0032362,0,0.0000000,0,0.0000000,4,0.0025890,14,0.0090615,0.9889968,0.9741100
Census Tract 6121,6121,1470,51,0.0346939,17,0.0115646,1381,0.9394558,5,0.0034014,0,0.0000000,0,0.0000000,1,0.0006803,15,0.0102041,0.9884354,0.9741497
Census Tract 6201,6201,4289,3568,0.8318955,535,0.1247377,89,0.0207508,2,0.0004663,89,0.0207508,0,0.0000000,4,0.0009326,2,0.0004663,0.8752623,0.8526463
Census Tract 6202,6202,2223,1515,0.6815115,608,0.2735043,64,0.0287899,5,0.0022492,27,0.0121457,0,0.0000000,0,0.0000000,4,0.0017994,0.7264957,0.7103014
Census Tract 6203,6203,6399,4651,0.7268323,1586,0.2478512,58,0.0090639,7,0.0010939,63,0.0098453,0,0.0000000,3,0.0004688,31,0.0048445,0.7521488,0.7358962
Census Tract 6204,6204,5198,4580,0.8811081,521,0.1002309,44,0.0084648,1,0.0001924,43,0.0082724,0,0.0000000,6,0.0011543,3,0.0005771,0.8997691,0.8895729
Census Tract 6301,6301,1156,852,0.7370242,48,0.0415225,247,0.2136678,1,0.0008651,2,0.0017301,0,0.0000000,5,0.0043253,1,0.0008651,0.9584775,0.9506920
Census Tract 6302,6302,1931,1715,0.8881409,152,0.0787157,28,0.0145003,0,0.0000000,28,0.0145003,0,0.0000000,1,0.0005179,7,0.0036251,0.9212843,0.9026411
Census Tract 6303,6303,5521,5182,0.9385981,230,0.0416591,75,0.0135845,0,0.0000000,22,0.0039848,5,0.0009056,4,0.0007245,3,0.0005434,0.9583409,0.9521826
Census Tract 6304,6304,7083,6635,0.9367500,389,0.0549202,40,0.0056473,2,0.0002824,7,0.0009883,0,0.0000000,6,0.0008471,4,0.0005647,0.9450798,0.9423973
Census Tract 6305,6305,6364,5896,0.9264613,296,0.0465116,144,0.0226273,6,0.0009428,12,0.0018856,0,0.0000000,4,0.0006285,6,0.0009428,0.9534884,0.9490886
Census Tract 6308,6308,7107,6337,0.8916561,298,0.0419305,422,0.0593781,3,0.0004221,15,0.0021106,0,0.0000000,3,0.0004221,29,0.0040805,0.9580695,0.9510342
Census Tract 6309,6309,5363,4875,0.9090062,342,0.0637703,109,0.0203244,5,0.0009323,23,0.0042886,0,0.0000000,1,0.0001865,8,0.0014917,0.9362297,0.9293306
Census Tract 6401,6401,1211,753,0.6218002,381,0.3146160,44,0.0363336,0,0.0000000,10,0.0082576,0,0.0000000,9,0.0074319,14,0.0115607,0.6853840,0.6581338
Census Tract 6403,6403,6463,2907,0.4497911,3398,0.5257620,56,0.0086647,5,0.0007736,39,0.0060343,0,0.0000000,8,0.0012378,50,0.0077363,0.4742380,0.4584558
Census Tract 6404,6404,3190,1011,0.3169279,2113,0.6623824,12,0.0037618,9,0.0028213,21,0.0065831,0,0.0000000,1,0.0003135,23,0.0072100,0.3376176,0.3206897
Census Tract 6405,6405,3491,1170,0.3351475,2198,0.6296190,39,0.0111716,4,0.0011458,54,0.0154683,2,0.0005729,1,0.0002865,23,0.0065884,0.3703810,0.3463191
Census Tract 6406,6406,3912,1600,0.4089980,2177,0.5564928,47,0.0120143,5,0.0012781,44,0.0112474,1,0.0002556,3,0.0007669,35,0.0089468,0.4435072,0.4210123
Census Tract 6407,6407,3156,1760,0.5576679,1315,0.4166667,31,0.0098226,4,0.0012674,22,0.0069708,0,0.0000000,0,0.0000000,24,0.0076046,0.5833333,0.5674905
Census Tract 6408,6408,1716,1283,0.7476690,339,0.1975524,53,0.0308858,0,0.0000000,22,0.0128205,1,0.0005828,12,0.0069930,6,0.0034965,0.8024476,0.7785548
Census Tract 6501,6501,4816,4075,0.8461379,529,0.1098422,153,0.0317691,6,0.0012458,32,0.0066445,0,0.0000000,4,0.0008306,17,0.0035299,0.8901578,0.8779070
Census Tract 6502,6502,7320,5641,0.7706284,1495,0.2042350,114,0.0155738,7,0.0009563,38,0.0051913,0,0.0000000,1,0.0001366,24,0.0032787,0.7957650,0.7862022
Census Tract 6503.01,6503.01,5711,4504,0.7886535,1101,0.1927859,54,0.0094554,3,0.0005253,26,0.0045526,1,0.0001751,6,0.0010506,16,0.0028016,0.8072141,0.7981089
Census Tract 6503.02,6503.02,4344,3708,0.8535912,482,0.1109576,127,0.0292357,4,0.0009208,13,0.0029926,1,0.0002302,0,0.0000000,9,0.0020718,0.8890424,0.8828269
Census Tract 6504,6504,6743,5692,0.8441347,614,0.0910574,355,0.0526472,1,0.0001483,63,0.0093430,0,0.0000000,4,0.0005932,14,0.0020762,0.9089426,0.8967818
Census Tract 6505,6505,4421,3049,0.6896630,703,0.1590138,587,0.1327754,7,0.0015834,38,0.0085953,1,0.0002262,3,0.0006786,33,0.0074644,0.8409862,0.8224384
Census Tract 6603.01,6603.01,1785,1149,0.6436975,38,0.0212885,586,0.3282913,0,0.0000000,0,0.0000000,0,0.0000000,0,0.0000000,12,0.0067227,0.9787115,0.9719888
Census Tract 6603.02,6603.02,5527,4056,0.7338520,167,0.0302153,1248,0.2258006,4,0.0007237,20,0.0036186,0,0.0000000,16,0.0028949,16,0.0028949,0.9697847,0.9596526
Census Tract 6604,6604,5960,5239,0.8790268,386,0.0647651,300,0.0503356,4,0.0006711,9,0.0015101,1,0.0001678,5,0.0008389,16,0.0026846,0.9352349,0.9293624
Census Tract 6605,6605,5534,4397,0.7945428,462,0.0834839,630,0.1138417,4,0.0007228,22,0.0039754,0,0.0000000,1,0.0001807,18,0.0032526,0.9165161,0.9083845
Census Tract 6606,6606,6333,2375,0.3750197,171,0.0270014,3712,0.5861361,22,0.0034739,11,0.0017369,0,0.0000000,4,0.0006316,38,0.0060003,0.9729986,0.9611559
Census Tract 6607,6607,2366,77,0.0325444,18,0.0076078,2234,0.9442096,4,0.0016906,13,0.0054945,0,0.0000000,0,0.0000000,20,0.0084531,0.9923922,0.9767540
Census Tract 6608,6608,5865,1915,0.3265132,268,0.0456948,3579,0.6102302,11,0.0018755,14,0.0023870,1,0.0001705,30,0.0051151,47,0.0080136,0.9543052,0.9367434
Census Tract 6609,6609,4232,430,0.1016068,200,0.0472590,3527,0.8334121,1,0.0002363,24,0.0056711,0,0.0000000,3,0.0007089,47,0.0111059,0.9527410,0.9350189
Census Tract 6610,6610,5706,424,0.0743077,117,0.0205047,5080,0.8902909,13,0.0022783,24,0.0042061,0,0.0000000,4,0.0007010,44,0.0077112,0.9794953,0.9645987
Census Tract 6611,6611,6542,3081,0.4709569,471,0.0719963,2910,0.4448181,6,0.0009172,35,0.0053500,0,0.0000000,8,0.0012229,31,0.0047386,0.9280037,0.9157750
Census Tract 6701,6701,1516,32,0.0211082,9,0.0059367,1453,0.9584433,5,0.0032982,3,0.0019789,0,0.0000000,0,0.0000000,14,0.0092348,0.9940633,0.9795515
Census Tract 6702,6702,1380,34,0.0246377,0,0.0000000,1327,0.9615942,0,0.0000000,2,0.0014493,0,0.0000000,1,0.0007246,16,0.0115942,1.0000000,0.9862319
Census Tract 6703,6703,1411,51,0.0361446,14,0.0099220,1317,0.9333806,1,0.0007087,5,0.0035436,0,0.0000000,6,0.0042523,17,0.0120482,0.9900780,0.9695252
Census Tract 6704,6704,1956,130,0.0664622,6,0.0030675,1809,0.9248466,0,0.0000000,2,0.0010225,0,0.0000000,0,0.0000000,9,0.0046012,0.9969325,0.9913088
Census Tract 6705,6705,1321,55,0.0416351,5,0.0037850,1236,0.9356548,2,0.0015140,0,0.0000000,0,0.0000000,0,0.0000000,23,0.0174111,0.9962150,0.9772899
Census Tract 6706,6706,1650,35,0.0212121,0,0.0000000,1603,0.9715152,1,0.0006061,1,0.0006061,0,0.0000000,0,0.0000000,10,0.0060606,1.0000000,0.9927273
Census Tract 6707,6707,1491,42,0.0281690,7,0.0046948,1422,0.9537223,6,0.0040241,0,0.0000000,0,0.0000000,0,0.0000000,14,0.0093897,0.9953052,0.9818913
